household_key,COMMODITY_DESC,seed_items,relevance_als,relevance_mba,Relevance,source,source_detail,snapshot_week,was_recently_purchased
1,BAKED SWEET GOODS,BAKED BREAD/BUNS/ROLLS | SNACK NUTS | CITRUS,0.8174620975239483,0.0,0.8174620975239483,als,ALS,46,False
2,DINNER MXS:DRY,ICE CREAM/MILK/SHERBTS | SOFT DRINKS | CIGARETTES,0.0,0.0,0.0,unknown,UNKNOWN,46,False
2,DISHWASH DETERGENTS,ICE CREAM/MILK/SHERBTS | SOFT DRINKS | CIGARETTES,0.015978438593453485,0.0,0.015978438593453485,als,ALS,46,False
2,DOG FOODS,ICE CREAM/MILK/SHERBTS | SOFT DRINKS | CIGARETTES,0.2638708442230793,0.0,0.2638708442230793,als,ALS,46,False
2,DOMESTIC WINE,ICE CREAM/MILK/SHERBTS | SOFT DRINKS | CIGARETTES,0.0,0.026208385734285522,0.026208385734285522,mba,MBA,46,False
2,EGGS,ICE CREAM/MILK/SHERBTS | SOFT DRINKS | CIGARETTES,0.42929209000614743,0.0,0.42929209000614743,als,ALS,46,False
2,FD WRAPS/BAGS/TRSH BG,ICE CREAM/MILK/SHERBTS | SOFT DRINKS | CIGARETTES,0.0,0.022731201382886868,0.022731201382886868,mba,MBA,46,False
2,FEMININE HYGIENE,ICE CREAM/MILK/SHERBTS | SOFT DRINKS | CIGARETTES,0.0,0.06987007291266922,0.06987007291266922,mba,MBA,46,False
2,FLUID MILK PRODUCTS,ICE CREAM/MILK/SHERBTS | SOFT DRINKS | CIGARETTES,0.16824061990496433,0.0,0.16824061990496433,als,ALS,46,False
2,FROZEN BREAD/DOUGH,ICE CREAM/MILK/SHERBTS | SOFT DRINKS | CIGARETTES,0.19967426634391572,0.0,0.19967426634391572,als,ALS,46,False
2,FROZEN PIZZA,ICE CREAM/MILK/SHERBTS | SOFT DRINKS | CIGARETTES,0.0,0.4969230769230769,0.4969230769230769,mba,MBA,46,False
2,FRUIT - SHELF STABLE,ICE CREAM/MILK/SHERBTS | SOFT DRINKS | CIGARETTES,0.04103599107050512,0.0,0.04103599107050512,als,ALS,46,False
2,FRZN ICE,ICE CREAM/MILK/SHERBTS | SOFT DRINKS | CIGARETTES,0.0,0.17137817965023838,0.17137817965023838,mba,MBA,46,False
2,FRZN MEAT/MEAT DINNERS,ICE CREAM/MILK/SHERBTS | SOFT DRINKS | CIGARETTES,0.3589447182456169,0.05069930069930073,0.3589447182456169,both,BOTH,46,False
2,FRZN NOVELTIES/WTR ICE,ICE CREAM/MILK/SHERBTS | SOFT DRINKS | CIGARETTES,0.8140918445728682,0.0,0.8140918445728682,als,ALS,46,False
2,FUEL,ICE CREAM/MILK/SHERBTS | SOFT DRINKS | CIGARETTES,0.0,1.0,1.0,mba,MBA,46,False
2,HOT DOGS,ICE CREAM/MILK/SHERBTS | SOFT DRINKS | CIGARETTES,0.0037754831677162272,0.0,0.0037754831677162272,als,ALS,46,False
2,LIQUOR,ICE CREAM/MILK/SHERBTS | SOFT DRINKS | CIGARETTES,0.0,0.22377658895477692,0.22377658895477692,mba,MBA,46,False
2,MAGAZINE,ICE CREAM/MILK/SHERBTS | SOFT DRINKS | CIGARETTES,0.0,0.024280467079655588,0.024280467079655588,mba,MBA,46,False
2,MARGARINES,ICE CREAM/MILK/SHERBTS | SOFT DRINKS | CIGARETTES,0.4666474534554147,0.0,0.4666474534554147,als,ALS,46,False
2,MEAT - SHELF STABLE,ICE CREAM/MILK/SHERBTS | SOFT DRINKS | CIGARETTES,0.0,0.04862119013062416,0.04862119013062416,mba,MBA,46,False
2,MILK BY-PRODUCTS,ICE CREAM/MILK/SHERBTS | SOFT DRINKS | CIGARETTES,0.5053836696226347,0.0,0.5053836696226347,als,ALS,46,False
2,MISC. DAIRY,ICE CREAM/MILK/SHERBTS | SOFT DRINKS | CIGARETTES,0.12045535891711863,0.0,0.12045535891711863,als,ALS,46,False
2,ONIONS,ICE CREAM/MILK/SHERBTS | SOFT DRINKS | CIGARETTES,0.421199008970168,0.0,0.421199008970168,als,ALS,46,False
2,ORAL HYGIENE PRODUCTS,ICE CREAM/MILK/SHERBTS | SOFT DRINKS | CIGARETTES,0.2567456383879961,0.0,0.2567456383879961,als,ALS,46,False
2,PAPER TOWELS,ICE CREAM/MILK/SHERBTS | SOFT DRINKS | CIGARETTES,0.33281107099320295,0.0,0.33281107099320295,als,ALS,46,False
2,PLASTIC HOUSEWARES,ICE CREAM/MILK/SHERBTS | SOFT DRINKS | CIGARETTES,0.19546023969255763,0.0,0.19546023969255763,als,ALS,46,False
2,PORK,ICE CREAM/MILK/SHERBTS | SOFT DRINKS | CIGARETTES,0.26247532012657476,0.0,0.26247532012657476,als,ALS,46,False
2,POTATOES,ICE CREAM/MILK/SHERBTS | SOFT DRINKS | CIGARETTES,0.35121943850164844,0.0,0.35121943850164844,als,ALS,46,False
2,PREPAID WIRELESS&ACCESSORIES,ICE CREAM/MILK/SHERBTS | SOFT DRINKS | CIGARETTES,0.0,0.8916827043762028,0.8916827043762028,mba,MBA,46,False
2,PREPARED FOOD,ICE CREAM/MILK/SHERBTS | SOFT DRINKS | CIGARETTES,0.0,0.24351949420442576,0.24351949420442576,mba,MBA,46,False
2,PWDR/CRYSTL DRNK MX,ICE CREAM/MILK/SHERBTS | SOFT DRINKS | CIGARETTES,0.22818743688402,0.0,0.22818743688402,als,ALS,46,False
2,REFRGRATD JUICES/DRNKS,ICE CREAM/MILK/SHERBTS | SOFT DRINKS | CIGARETTES,0.2818498197018311,0.0,0.2818498197018311,als,ALS,46,False
2,SALAD BAR,ICE CREAM/MILK/SHERBTS | SOFT DRINKS | CIGARETTES,0.0,0.24142930240491234,0.24142930240491234,mba,MBA,46,False
2,SALAD MIX,ICE CREAM/MILK/SHERBTS | SOFT DRINKS | CIGARETTES,0.5656435244311863,0.0,0.5656435244311863,als,ALS,46,False
2,SANDWICHES,ICE CREAM/MILK/SHERBTS | SOFT DRINKS | CIGARETTES,0.0,0.38494983277591976,0.38494983277591976,mba,MBA,46,False
2,SEAFOOD - FROZEN,ICE CREAM/MILK/SHERBTS | SOFT DRINKS | CIGARETTES,0.22825294967339477,0.0,0.22825294967339477,als,ALS,46,False
2,SEAFOOD - SHELF STABLE,ICE CREAM/MILK/SHERBTS | SOFT DRINKS | CIGARETTES,0.6042333173352361,0.0,0.6042333173352361,als,ALS,46,False
2,SHAVING CARE PRODUCTS,ICE CREAM/MILK/SHERBTS | SOFT DRINKS | CIGARETTES,0.4599889717716866,0.0,0.4599889717716866,als,ALS,46,False
2,SHORTENING/OIL,ICE CREAM/MILK/SHERBTS | SOFT DRINKS | CIGARETTES,0.49466542865410296,0.0,0.49466542865410296,als,ALS,46,False
2,SINUS AND ALLERGY,ICE CREAM/MILK/SHERBTS | SOFT DRINKS | CIGARETTES,0.0,0.04276923076923089,0.04276923076923089,mba,MBA,46,False
2,SNACK NUTS,ICE CREAM/MILK/SHERBTS | SOFT DRINKS | CIGARETTES,0.0,0.023384615384615448,0.023384615384615448,mba,MBA,46,False
2,SOUP,ICE CREAM/MILK/SHERBTS | SOFT DRINKS | CIGARETTES,0.11314160407846892,0.0,0.11314160407846892,als,ALS,46,False
2,SPICES & EXTRACTS,ICE CREAM/MILK/SHERBTS | SOFT DRINKS | CIGARETTES,0.462699254752074,0.0,0.462699254752074,als,ALS,46,False
2,STONE FRUIT,ICE CREAM/MILK/SHERBTS | SOFT DRINKS | CIGARETTES,0.21304889839736252,0.0,0.21304889839736252,als,ALS,46,False
2,SUGARS/SWEETNERS,ICE CREAM/MILK/SHERBTS | SOFT DRINKS | CIGARETTES,0.20941635222464583,0.0,0.20941635222464583,als,ALS,46,False
2,TOBACCO OTHER,ICE CREAM/MILK/SHERBTS | SOFT DRINKS | CIGARETTES,0.0,1.0,1.0,mba,MBA,46,False
2,TROPICAL FRUIT,ICE CREAM/MILK/SHERBTS | SOFT DRINKS | CIGARETTES,0.04116149672465105,0.0,0.04116149672465105,als,ALS,46,False
2,VEGETABLES - SHELF STABLE,ICE CREAM/MILK/SHERBTS | SOFT DRINKS | CIGARETTES,0.018236814062211292,0.0,0.018236814062211292,als,ALS,46,False
2,WAREHOUSE SNACKS,ICE CREAM/MILK/SHERBTS | SOFT DRINKS | CIGARETTES,0.0,0.06417910447761199,0.06417910447761199,mba,MBA,46,False
2,WATER - CARBONATED/FLVRD DRINK,ICE CREAM/MILK/SHERBTS | SOFT DRINKS | CIGARETTES,0.9292203309863001,0.02658994548758331,0.9292203309863001,both,BOTH,46,False
2,YOGURT,ICE CREAM/MILK/SHERBTS | SOFT DRINKS | CIGARETTES,0.984507895816362,0.0,0.984507895816362,als,ALS,46,False
3,BAG SNACKS,VEGETABLES - SHELF STABLE | REFRGRATD DOUGH PRODUCTS | BEEF,0.1941739414156403,0.0,0.1941739414156403,als,ALS,46,False
3,BAKED BREAD/BUNS/ROLLS,VEGETABLES - SHELF STABLE | REFRGRATD DOUGH PRODUCTS | BEEF,0.28254031845115135,0.7987256371814093,0.7987256371814093,both,BOTH,46,False
3,BAKED SWEET GOODS,VEGETABLES - SHELF STABLE | REFRGRATD DOUGH PRODUCTS | BEEF,0.35782375841991665,0.0,0.35782375841991665,als,ALS,46,False
3,BAKING MIXES,VEGETABLES - SHELF STABLE | REFRGRATD DOUGH PRODUCTS | BEEF,0.43307395225822254,0.0,0.43307395225822254,als,ALS,46,False
3,BAKING NEEDS,VEGETABLES - SHELF STABLE | REFRGRATD DOUGH PRODUCTS | BEEF,0.3399259797459227,0.0,0.3399259797459227,als,ALS,46,False
3,BATH TISSUES,VEGETABLES - SHELF STABLE | REFRGRATD DOUGH PRODUCTS | BEEF,0.3892037618581346,0.0,0.3892037618581346,als,ALS,46,False
3,BEERS/ALES,VEGETABLES - SHELF STABLE | REFRGRATD DOUGH PRODUCTS | BEEF,0.0,0.1637931034482759,0.1637931034482759,mba,MBA,46,False
3,CANDY - PACKAGED,VEGETABLES - SHELF STABLE | REFRGRATD DOUGH PRODUCTS | BEEF,0.42582997126966304,0.0,0.42582997126966304,als,ALS,46,False
3,CANNED JUICES,VEGETABLES - SHELF STABLE | REFRGRATD DOUGH PRODUCTS | BEEF,0.5041558498404269,0.0,0.5041558498404269,als,ALS,46,False
3,CAT FOOD,VEGETABLES - SHELF STABLE | REFRGRATD DOUGH PRODUCTS | BEEF,0.5055588699590137,0.0,0.5055588699590137,als,ALS,46,False
3,CHEESE,VEGETABLES - SHELF STABLE | REFRGRATD DOUGH PRODUCTS | BEEF,0.1806202124110311,0.0,0.1806202124110311,als,ALS,46,False
3,CHICKEN,VEGETABLES - SHELF STABLE | REFRGRATD DOUGH PRODUCTS | BEEF,0.24126349329288554,0.0,0.24126349329288554,als,ALS,46,False
3,CIGARETTES,VEGETABLES - SHELF STABLE | REFRGRATD DOUGH PRODUCTS | BEEF,0.2928528003349339,0.0,0.2928528003349339,als,ALS,46,False
3,COLD CEREAL,VEGETABLES - SHELF STABLE | REFRGRATD DOUGH PRODUCTS | BEEF,0.302411647572974,0.0,0.302411647572974,als,ALS,46,False
3,CONVENIENT BRKFST/WHLSM SNACKS,VEGETABLES - SHELF STABLE | REFRGRATD DOUGH PRODUCTS | BEEF,0.08399058482950666,0.0,0.08399058482950666,als,ALS,46,False
3,COOKIES/CONES,VEGETABLES - SHELF STABLE | REFRGRATD DOUGH PRODUCTS | BEEF,0.32019765910487047,0.0,0.32019765910487047,als,ALS,46,False
3,CRACKERS/MISC BKD FD,VEGETABLES - SHELF STABLE | REFRGRATD DOUGH PRODUCTS | BEEF,0.12472812099720348,0.0,0.12472812099720348,als,ALS,46,False
3,DINNER MXS:DRY,VEGETABLES - SHELF STABLE | REFRGRATD DOUGH PRODUCTS | BEEF,1.0,0.0,1.0,als,ALS,46,False
3,DISHWASH DETERGENTS,VEGETABLES - SHELF STABLE | REFRGRATD DOUGH PRODUCTS | BEEF,0.7560078180197034,0.0,0.7560078180197034,als,ALS,46,False
3,DRY BN/VEG/POTATO/RICE,VEGETABLES - SHELF STABLE | REFRGRATD DOUGH PRODUCTS | BEEF,0.6785814226971499,1.0,1.0,both,BOTH,46,False
3,DRY NOODLES/PASTA,VEGETABLES - SHELF STABLE | REFRGRATD DOUGH PRODUCTS | BEEF,0.26061725200182634,0.0,0.26061725200182634,als,ALS,46,False
3,DRY SAUCES/GRAVY,VEGETABLES - SHELF STABLE | REFRGRATD DOUGH PRODUCTS | BEEF,0.0,1.0,1.0,mba,MBA,46,False
3,EGGS,VEGETABLES - SHELF STABLE | REFRGRATD DOUGH PRODUCTS | BEEF,0.0,0.31465517241379315,0.31465517241379315,mba,MBA,46,False
3,FLUID MILK PRODUCTS,VEGETABLES - SHELF STABLE | REFRGRATD DOUGH PRODUCTS | BEEF,0.2845238928579126,0.17235859124866593,0.2845238928579126,both,BOTH,46,False
3,FROZEN BREAD/DOUGH,VEGETABLES - SHELF STABLE | REFRGRATD DOUGH PRODUCTS | BEEF,0.7482202043250376,0.0,0.7482202043250376,als,ALS,46,False
3,FROZEN MEAT,VEGETABLES - SHELF STABLE | REFRGRATD DOUGH PRODUCTS | BEEF,0.039294253147397804,0.0,0.039294253147397804,als,ALS,46,False
3,FROZEN PIE/DESSERTS,VEGETABLES - SHELF STABLE | REFRGRATD DOUGH PRODUCTS | BEEF,0.23536172040538894,0.0,0.23536172040538894,als,ALS,46,False
3,FROZEN PIZZA,VEGETABLES - SHELF STABLE | REFRGRATD DOUGH PRODUCTS | BEEF,0.4965817464710235,0.0,0.4965817464710235,als,ALS,46,False
3,FRZN BREAKFAST FOODS,VEGETABLES - SHELF STABLE | REFRGRATD DOUGH PRODUCTS | BEEF,0.1580601233715452,0.0,0.1580601233715452,als,ALS,46,False
3,FRZN MEAT/MEAT DINNERS,VEGETABLES - SHELF STABLE | REFRGRATD DOUGH PRODUCTS | BEEF,0.3597286447490577,0.0,0.3597286447490577,als,ALS,46,False
3,FRZN POTATOES,VEGETABLES - SHELF STABLE | REFRGRATD DOUGH PRODUCTS | BEEF,0.2092461331325423,0.0,0.2092461331325423,als,ALS,46,False
3,HISPANIC,VEGETABLES - SHELF STABLE | REFRGRATD DOUGH PRODUCTS | BEEF,0.0,1.0,1.0,mba,MBA,46,False
3,HOT DOGS,VEGETABLES - SHELF STABLE | REFRGRATD DOUGH PRODUCTS | BEEF,0.580915986025933,0.0,0.580915986025933,als,ALS,46,False
3,LAUNDRY DETERGENTS,VEGETABLES - SHELF STABLE | REFRGRATD DOUGH PRODUCTS | BEEF,0.9616105762122433,0.0,0.9616105762122433,als,ALS,46,False
3,LUNCHMEAT,VEGETABLES - SHELF STABLE | REFRGRATD DOUGH PRODUCTS | BEEF,0.3745540800102378,0.5751004865665328,0.5751004865665328,both,BOTH,46,False
3,MARGARINES,VEGETABLES - SHELF STABLE | REFRGRATD DOUGH PRODUCTS | BEEF,0.15830136664985425,0.0,0.15830136664985425,als,ALS,46,False
3,MEAT - MISC,VEGETABLES - SHELF STABLE | REFRGRATD DOUGH PRODUCTS | BEEF,0.28987351267421013,0.0,0.28987351267421013,als,ALS,46,False
3,MEAT - SHELF STABLE,VEGETABLES - SHELF STABLE | REFRGRATD DOUGH PRODUCTS | BEEF,0.3710864584835187,0.0,0.3710864584835187,als,ALS,46,False
3,ONIONS,VEGETABLES - SHELF STABLE | REFRGRATD DOUGH PRODUCTS | BEEF,0.0,1.0,1.0,mba,MBA,46,False
3,PEPPERS-ALL,VEGETABLES - SHELF STABLE | REFRGRATD DOUGH PRODUCTS | BEEF,0.0,1.0,1.0,mba,MBA,46,False
3,PORK,VEGETABLES - SHELF STABLE | REFRGRATD DOUGH PRODUCTS | BEEF,0.03426707067676257,1.0,1.0,both,BOTH,46,False
3,POTATOES,VEGETABLES - SHELF STABLE | REFRGRATD DOUGH PRODUCTS | BEEF,0.0,1.0,1.0,mba,MBA,46,False
3,REFRGRATD JUICES/DRNKS,VEGETABLES - SHELF STABLE | REFRGRATD DOUGH PRODUCTS | BEEF,0.2550297302268639,0.0,0.2550297302268639,als,ALS,46,False
3,SEAFOOD - FROZEN,VEGETABLES - SHELF STABLE | REFRGRATD DOUGH PRODUCTS | BEEF,0.01823742381582379,0.0,0.01823742381582379,als,ALS,46,False
3,SEAFOOD - SHELF STABLE,VEGETABLES - SHELF STABLE | REFRGRATD DOUGH PRODUCTS | BEEF,0.18929327581140187,0.0,0.18929327581140187,als,ALS,46,False
3,SHORTENING/OIL,VEGETABLES - SHELF STABLE | REFRGRATD DOUGH PRODUCTS | BEEF,0.5293423831862123,0.0,0.5293423831862123,als,ALS,46,False
3,SOUP,VEGETABLES - SHELF STABLE | REFRGRATD DOUGH PRODUCTS | BEEF,0.06804497215761873,0.6682758620689657,0.6682758620689657,both,BOTH,46,False
3,SUGARS/SWEETNERS,VEGETABLES - SHELF STABLE | REFRGRATD DOUGH PRODUCTS | BEEF,0.5707984701433877,0.0,0.5707984701433877,als,ALS,46,False
3,TOMATOES,VEGETABLES - SHELF STABLE | REFRGRATD DOUGH PRODUCTS | BEEF,0.0,1.0,1.0,mba,MBA,46,False
3,VALUE ADDED FRUIT,VEGETABLES - SHELF STABLE | REFRGRATD DOUGH PRODUCTS | BEEF,0.18886274677525064,0.0,0.18886274677525064,als,ALS,46,False
3,VEGETABLES - ALL OTHERS,VEGETABLES - SHELF STABLE | REFRGRATD DOUGH PRODUCTS | BEEF,0.0,0.5168745414526779,0.5168745414526779,mba,MBA,46,False
3,VEGETABLES SALAD,VEGETABLES - SHELF STABLE | REFRGRATD DOUGH PRODUCTS | BEEF,0.02089527652677842,1.0,1.0,both,BOTH,46,False
3,WAREHOUSE SNACKS,VEGETABLES - SHELF STABLE | REFRGRATD DOUGH PRODUCTS | BEEF,0.4521251544733838,0.0,0.4521251544733838,als,ALS,46,False
3,WATER - CARBONATED/FLVRD DRINK,VEGETABLES - SHELF STABLE | REFRGRATD DOUGH PRODUCTS | BEEF,0.032396767005938694,0.0,0.032396767005938694,als,ALS,46,False
3,YOGURT,VEGETABLES - SHELF STABLE | REFRGRATD DOUGH PRODUCTS | BEEF,0.0,0.0,0.0,unknown,UNKNOWN,46,False
4,AIR CARE,LUNCHMEAT | CHEESE | BAG SNACKS,0.19047285381523948,0.0,0.19047285381523948,als,ALS,46,False
4,BACON,LUNCHMEAT | CHEESE | BAG SNACKS,0.21696669017609369,0.0,0.21696669017609369,als,ALS,46,False
4,BAKED SWEET GOODS,LUNCHMEAT | CHEESE | BAG SNACKS,0.09340151285454869,0.19684926259337288,0.19684926259337288,both,BOTH,46,False
4,BEANS - CANNED GLASS & MW,LUNCHMEAT | CHEESE | BAG SNACKS,0.0,0.0,0.0,unknown,UNKNOWN,46,False
4,BEEF,LUNCHMEAT | CHEESE | BAG SNACKS,0.3923346825605237,0.5751004865665328,0.5751004865665328,both,BOTH,46,False
4,BEERS/ALES,LUNCHMEAT | CHEESE | BAG SNACKS,0.0,0.0021739130434782483,0.0021739130434782483,mba,MBA,46,False
