antecedent_item,consequent_item,lift,confidence,support,relevance_mba
BEERS/ALES,BAG SNACKS,1.0043478260869565,0.06666666666666667,0.005772005772005772,0.0021739130434782483
BEERS/ALES,HAIR CARE PRODUCTS,1.0003937007874015,0.015277777777777777,0.0013227513227513227,0.00019685039370076485
BERRIES,GRAPES,19.8,0.18333333333333332,0.0013227513227513227,1.0
BERRIES,VALUE ADDED FRUIT,16.87304347826087,0.23333333333333334,0.0016835016835016834,1.0
BERRIES,TROPICAL FRUIT,6.3,0.2833333333333333,0.002044252044252044,1.0
BOOKSTORE,GREETING CARDS/WRAP/PARTY SPLY,5.6277915632754345,0.27272727272727276,0.002886002886002886,1.0
BOOKSTORE,MAGAZINE,3.5844827586206893,0.125,0.0013227513227513227,1.0
BREAD,TOMATOES,3.9103448275862074,0.06818181818181819,0.0010822510822510823,1.0
BREAD,PREPARED FOOD,2.589041095890411,0.06818181818181819,0.0010822510822510823,0.7945205479452055
BREAD,GREETING CARDS/WRAP/PARTY SPLY,1.4069478908188586,0.06818181818181819,0.0010822510822510823,0.2034739454094293
BREAKFAST SWEETS,NEWSPAPER,3.038363171355499,0.08403361344537816,0.002405002405002405,1.0
BREAKFAST SWEETS,ROLLS,2.5989304812834226,0.037815126050420166,0.0010822510822510823,0.7994652406417113
BREAKFAST SWEETS,REFRGRATD JUICES/DRNKS,1.964564138908575,0.0588235294117647,0.0016835016835016834,0.48228206945428753
BREAKFAST SWEETS,CAKES,1.7918552036199098,0.04201680672268908,0.0012025012025012026,0.3959276018099549
BREAKFAST SWEETS,FLUID MILK PRODUCTS,1.4170381065980286,0.15966386554621848,0.00456950456950457,0.20851905329901432
BREAKFAST SWEETS,TROPICAL FRUIT,1.4013840830449826,0.06302521008403361,0.0018037518037518038,0.20069204152249132
BREAKFAST SWEETS,MAGAZINE,1.0843813387423933,0.037815126050420166,0.0010822510822510823,0.04219066937119664
BREAKFAST SWEETS,BAKED BREAD/BUNS/ROLLS,1.0444373401534526,0.04621848739495798,0.0013227513227513227,0.022218670076726288
BROOMS AND MOPS,HOUSEHOLD CLEANG NEEDS,20.816020025031285,0.2553191489361702,0.001443001443001443,1.0
CAKES,FLORAL BALLOONS,8.3438127090301,0.046153846153846156,0.0010822510822510823,1.0
CAKES,BAKING NEEDS,7.17411933860532,0.09230769230769231,0.0021645021645021645,1.0
CAKES,CANDLES/ACCESSORIES,6.733603238866397,0.046153846153846156,0.0010822510822510823,1.0
CAKES,GREETING CARDS/WRAP/PARTY SPLY,3.59793853788891,0.17435897435897435,0.004088504088504088,1.0
CAKES,ICE CREAM/MILK/SHERBTS,2.6288724973656485,0.046153846153846156,0.0010822510822510823,0.8144362486828243
CAKES,BREAKFAST SWEETS,1.7918552036199096,0.05128205128205129,0.0012025012025012026,0.3959276018099548
CANDLES/ACCESSORIES,CAKES,6.7336032388663964,0.15789473684210525,0.0010822510822510823,1.0
CANDLES/ACCESSORIES,GREETING CARDS/WRAP/PARTY SPLY,4.706281833616299,0.2280701754385965,0.0015632515632515633,1.0
CANDY - CHECKLANE,WAREHOUSE SNACKS,1.9303173092546597,0.015552099533437015,0.0012025012025012026,0.46515865462732986
CANDY - CHECKLANE,CANDY - PACKAGED,1.5354396131148937,0.08087091757387248,0.006253006253006253,0.26771980655744687
CANDY - CHECKLANE,MAKEUP AND TREATMENT,1.4975198493901938,0.017107309486780714,0.0013227513227513227,0.2487599246950969
CANDY - CHECKLANE,COLD AND FLU,1.4922837660007178,0.02332814930015552,0.0018037518037518038,0.24614188300035889
CANDY - CHECKLANE,WATER - CARBONATED/FLVRD DRINK,1.3578085009980285,0.06220839813374806,0.00481000481000481,0.17890425049901426
CANDY - CHECKLANE,FEMININE HYGIENE,1.3379095833109884,0.01866251944012442,0.001443001443001443,0.1689547916554942
CANDY - CHECKLANE,DIAPERS & DISPOSABLES,1.3238632884730779,0.02021772939346812,0.0015632515632515633,0.16193164423653894
CANDY - CHECKLANE,FIRST AID PRODUCTS,1.3051778503859488,0.017107309486780714,0.0013227513227513227,0.1525889251929744
CANDY - CHECKLANE,SOFT DRINKS,1.2752243091278863,0.21928460342146192,0.016955266955266956,0.13761215456394316
CANDY - CHECKLANE,ANALGESICS,1.2479332078251617,0.017107309486780714,0.0013227513227513227,0.12396660391258085
CANDY - CHECKLANE,DELI MEATS,1.113447931364774,0.02021772939346812,0.0015632515632515633,0.05672396568238702
CANDY - CHECKLANE,COUPON/MISC ITEMS,1.062996655233388,0.027993779160186628,0.0021645021645021645,0.03149832761669402
CANDY - CHECKLANE,LUNCHMEAT,1.0314763045158335,0.02021772939346812,0.0015632515632515633,0.01573815225791675
CANDY - CHECKLANE,STATIONERY & SCHOOL SUPPLIES,1.015690521361745,0.02332814930015552,0.0018037518037518038,0.007845260680872546
CANDY - PACKAGED,CHRISTMAS  SEASONAL,2.476474091721262,0.02054794520547945,0.0010822510822510823,0.7382370458606311
CANDY - PACKAGED,STATIONERY & SCHOOL SUPPLIES,2.1869038227067343,0.0502283105022831,0.0026455026455026454,0.5934519113533672
CANDY - PACKAGED,FIRST AID PRODUCTS,2.090235013195928,0.0273972602739726,0.001443001443001443,0.5451175065979641
CANDY - PACKAGED,GREETING CARDS/WRAP/PARTY SPLY,1.6960467724939663,0.0821917808219178,0.004329004329004329,0.34802338624698315
CANDY - PACKAGED,COOKIES/CONES,1.6454794520547948,0.029680365296803655,0.0015632515632515633,0.3227397260273974
CANDY - PACKAGED,CANDY - CHECKLANE,1.535439613114894,0.11872146118721462,0.006253006253006253,0.267719806557447
CANDY - PACKAGED,FLORAL-FRESH CUT,1.4304747607431039,0.02511415525114155,0.0013227513227513227,0.21523738037155193
CANDY - PACKAGED,WATER - CARBONATED/FLVRD DRINK,1.0464890518822134,0.04794520547945206,0.0025252525252525255,0.02324452594110671
CANDY - PACKAGED,COUPON/MISC ITEMS,1.040345280540439,0.0273972602739726,0.001443001443001443,0.020172640270219477
CANNED JUICES,FLUID MILK PRODUCTS,4.048874728322258,0.4562043795620438,0.01503126503126503,1.0
CANNED JUICES,EGGS,3.7937956204379564,0.08029197080291971,0.0026455026455026454,1.0
CANNED JUICES,LIQUOR,3.1014971495551173,0.051094890510948905,0.0016835016835016834,1.0
CANNED JUICES,COLD CEREAL,2.7365083163814767,0.040145985401459854,0.0013227513227513227,0.8682541581907384
CANNED JUICES,CHEESE,2.7210672036244654,0.04744525547445256,0.0015632515632515633,0.8605336018122327
CANNED JUICES,PREPARED FOOD,1.2472752724727527,0.032846715328467155,0.0010822510822510823,0.12363763623637636
CANNED JUICES,BAG SNACKS,1.0446683592510313,0.06934306569343066,0.002284752284752285,0.02233417962551565
CARROTS,VEGETABLES - ALL OTHERS,9.540675844806007,0.2156862745098039,0.0013227513227513227,1.0
CARROTS,ONIONS,7.975703324808183,0.1764705882352941,0.0010822510822510823,1.0
CHARCOAL AND LIGHTER FLUID,BEERS/ALES,2.40625,0.20833333333333334,0.0012025012025012026,0.703125
CHEESE,EGGS,4.887931034482759,0.10344827586206896,0.0018037518037518038,1.0
CHEESE,COLD CEREAL,4.230864895421142,0.06206896551724138,0.0010822510822510823,1.0
CHEESE,LUNCHMEAT,3.5185106833086524,0.06896551724137931,0.0012025012025012026,1.0
CHEESE,CANNED JUICES,2.721067203624465,0.0896551724137931,0.0015632515632515633,0.8605336018122325
CHEESE,BAKED BREAD/BUNS/ROLLS,2.181859070464767,0.09655172413793102,0.0016835016835016834,0.5909295352323836
CHEESE,FLUID MILK PRODUCTS,1.8974423140617522,0.21379310344827585,0.003727753727753728,0.4487211570308761
CHEESE,BAG SNACKS,1.454572713643178,0.09655172413793102,0.0016835016835016834,0.22728635682158904
CHEESES,DELI MEATS,23.602649006622517,0.42857142857142855,0.005411255411255411,1.0
CHEESES,ROLLS,8.50909090909091,0.12380952380952381,0.0015632515632515633,1.0
CHEESES,TROPICAL FRUIT,2.3294117647058825,0.10476190476190476,0.0013227513227513227,0.6647058823529413
CHEESES,FLUID MILK PRODUCTS,1.0988260405549626,0.12380952380952381,0.0015632515632515633,0.04941302027748129
CHICKEN/POULTRY,PREPARED FOOD,8.18571077024034,0.21556886227544908,0.004329004329004329,1.0
CHICKEN/POULTRY,SALADS/DIPS,4.979640718562874,0.059880239520958084,0.0012025012025012026,1.0
CHICKEN/POULTRY,REFRGRATD JUICES/DRNKS,2.3998268523194572,0.0718562874251497,0.001443001443001443,0.6999134261597286
CHICKEN/POULTRY,SALAD BAR,2.208266394041186,0.11976047904191617,0.002405002405002405,0.604133197020593
CHICKEN/POULTRY,SOFT DRINKS,1.3580838323353295,0.23353293413173654,0.00468975468975469,0.17904191616766474
CHICKEN/POULTRY,CIGARETTES,1.0291785268889884,0.07784431137724551,0.0015632515632515633,0.014589263444494183
CHRISTMAS  SEASONAL,STATIONERY & SCHOOL SUPPLIES,6.3100386979285235,0.14492753623188406,0.0012025012025012026,1.0
CHRISTMAS  SEASONAL,CANDY - PACKAGED,2.4764740917212626,0.13043478260869565,0.0010822510822510823,0.7382370458606313
CIGARETTES,FUEL,9.214626391096978,0.036565977742448325,0.0027657527657527657,1.0
CIGARETTES,TOBACCO OTHER,3.5853520519522513,0.02543720190779014,0.001924001924001924,1.0
CIGARETTES,PREPAID WIRELESS&ACCESSORIES,2.7833654087524056,0.019077901430842606,0.001443001443001443,0.8916827043762028
CIGARETTES,ANTACIDS,2.3797774244833065,0.014308426073131954,0.0010822510822510823,0.6898887122416533
CIGARETTES,BATH TISSUES,2.299301859404161,0.019077901430842606,0.001443001443001443,0.6496509297020805
CIGARETTES,BEERS/ALES,1.8729729729729732,0.16216216216216217,0.012265512265512266,0.4364864864864866
CIGARETTES,LIQUOR,1.4475531779095538,0.023847376788553257,0.0018037518037518038,0.22377658895477692
CIGARETTES,FRZN ICE,1.3427563593004768,0.02066772655007949,0.0015632515632515633,0.17137817965023838
CIGARETTES,FEMININE HYGIENE,1.1397401458253384,0.01589825119236884,0.0012025012025012026,0.06987007291266922
CIGARETTES,DOMESTIC WINE,1.052416771468571,0.02543720190779014,0.001924001924001924,0.026208385734285522
CIGARETTES,MAGAZINE,1.0485609341593112,0.036565977742448325,0.0027657527657527657,0.024280467079655588
CIGARETTES,COFFEE,1.0462650547288719,0.017488076311605722,0.0013227513227513227,0.02313252736443594
CIGARETTES,CHICKEN/POULTRY,1.0291785268889881,0.02066772655007949,0.0015632515632515633,0.014589263444494072
CITRUS,APPLES,6.211764705882353,0.08888888888888889,0.001443001443001443,1.0
CITRUS,VEGETABLES - ALL OTHERS,4.259574468085107,0.09629629629629631,0.0015632515632515633,1.0
CITRUS,TROPICAL FRUIT,3.6235294117647063,0.16296296296296298,0.0026455026455026454,1.0
CITRUS,ONIONS,3.01304347826087,0.06666666666666668,0.0010822510822510823,1.0
CITRUS,BEERS/ALES,2.6522222222222225,0.22962962962962966,0.003727753727753728,0.8261111111111112
COFFEE,COFFEE FILTERS,20.630116596378073,0.07194244604316548,0.0012025012025012026,1.0
COFFEE,SUGARS/SWEETNERS,4.985611510791368,0.07913669064748202,0.0013227513227513227,1.0
COFFEE,CIGARETTES,1.0462650547288719,0.07913669064748202,0.0013227513227513227,0.02313252736443594
COFFEE,FLUID MILK PRODUCTS,1.0215980897245918,0.11510791366906475,0.001924001924001924,0.010799044862295881
COFFEE FILTERS,COFFEE,20.630116596378073,0.3448275862068966,0.0012025012025012026,1.0
COLD AND FLU,SINUS AND ALLERGY,9.382153846153846,0.0846153846153846,0.0013227513227513227,1.0
COLD AND FLU,ANALGESICS,7.294736842105264,0.1,0.0015632515632515633,1.0
COLD AND FLU,WATER - CARBONATED/FLVRD DRINK,1.6789824348879467,0.07692307692307693,0.0012025012025012026,0.33949121744397337
COLD AND FLU,CANDY - CHECKLANE,1.4922837660007178,0.11538461538461538,0.0018037518037518038,0.24614188300035889
COLD CEREAL,EGGS,5.422131147540983,0.11475409836065573,0.0016835016835016834,1.0
COLD CEREAL,FLUID MILK PRODUCTS,4.946795668072151,0.5573770491803278,0.008177008177008177,1.0
COLD CEREAL,CHEESE,4.230864895421141,0.07377049180327869,0.0010822510822510823,1.0
COLD CEREAL,CANNED JUICES,2.7365083163814763,0.0901639344262295,0.0013227513227513227,0.8682541581907381
COLD CEREAL,BAKED BREAD/BUNS/ROLLS,2.037508909479686,0.0901639344262295,0.0013227513227513227,0.518754454739843
CONDIMENTS/SAUCES,SALD DRSNG/SNDWCH SPRD,7.575652173913043,0.09565217391304347,0.0013227513227513227,1.0
CONDIMENTS/SAUCES,BEERS/ALES,1.406086956521739,0.1217391304347826,0.0016835016835016834,0.20304347826086955
CONVENIENT BRKFST/WHLSM SNACKS,FLUID MILK PRODUCTS,1.5254135538954106,0.17187499999999997,0.0013227513227513227,0.2627067769477053
CONVENIENT BRKFST/WHLSM SNACKS,SOFT DRINKS,1.0903846153846155,0.1875,0.001443001443001443,0.045192307692307754
COOKIES/CONES,ICE CREAM/MILK/SHERBTS,3.797260273972604,0.06666666666666668,0.0012025012025012026,1.0
COOKIES/CONES,CRACKERS/MISC BKD FD,3.4650000000000003,0.060000000000000005,0.0010822510822510823,1.0
COOKIES/CONES,BAG SNACKS,1.8078260869565217,0.12000000000000001,0.0021645021645021645,0.40391304347826085
COOKIES/CONES,CANDY - PACKAGED,1.6454794520547948,0.08666666666666668,0.0015632515632515633,0.3227397260273974
COOKIES/CONES,TROPICAL FRUIT,1.4823529411764709,0.06666666666666668,0.0012025012025012026,0.24117647058823544
COOKIES/CONES,BAKED BREAD/BUNS/ROLLS,1.3558695652173915,0.060000000000000005,0.0010822510822510823,0.17793478260869577
COOKIES/CONES,SOFT DRINKS,1.046769230769231,0.18000000000000002,0.003246753246753247,0.023384615384615448
COUPON/MISC ITEMS,COUPONS/STORE & MFG,31.896986301369864,0.19178082191780824,0.005050505050505051,1.0
COUPON/MISC ITEMS,GREETING CARDS/WRAP/PARTY SPLY,2.0729460552704033,0.1004566210045662,0.0026455026455026454,0.5364730276352017
COUPON/MISC ITEMS,STATIONERY & SCHOOL SUPPLIES,1.7892849458509645,0.0410958904109589,0.0010822510822510823,0.39464247292548227
COUPON/MISC ITEMS,CANDY - CHECKLANE,1.062996655233388,0.0821917808219178,0.0021645021645021645,0.03149832761669402
COUPON/MISC ITEMS,CANDY - PACKAGED,1.040345280540439,0.0547945205479452,0.001443001443001443,0.020172640270219477
COUPONS/STORE & MFG,COUPON/MISC ITEMS,31.896986301369864,0.8400000000000001,0.005050505050505051,1.0
CRACKERS/MISC BKD FD,SOUP,4.62,0.08333333333333333,0.001443001443001443,1.0
CRACKERS/MISC BKD FD,COOKIES/CONES,3.4650000000000003,0.0625,0.0010822510822510823,1.0
CRACKERS/MISC BKD FD,BAG SNACKS,2.4062499999999996,0.1597222222222222,0.0027657527657527657,0.7031249999999998
CRACKERS/MISC BKD FD,TROPICAL FRUIT,1.3897058823529413,0.0625,0.0010822510822510823,0.19485294117647067
CRACKERS/MISC BKD FD,SOFT DRINKS,1.373076923076923,0.2361111111111111,0.004088504088504088,0.18653846153846154
CRACKERS/MISC BKD FD,SALAD BAR,1.152439024390244,0.0625,0.0010822510822510823,0.07621951219512202
DELI MEATS,CHEESES,23.602649006622514,0.29801324503311255,0.005411255411255411,1.0
DELI MEATS,BAKED BREAD/BUNS/ROLLS,3.292398502735387,0.1456953642384106,0.0026455026455026454,1.0
DELI MEATS,TROPICAL FRUIT,2.2088040514218936,0.09933774834437087,0.0018037518037518038,0.6044020257109468
DELI MEATS,BAG SNACKS,1.6960840771667145,0.11258278145695363,0.002044252044252044,0.34804203858335725
DELI MEATS,SALAD BAR,1.4653529316750122,0.07947019867549669,0.001443001443001443,0.23267646583750612
DELI MEATS,WATER - CARBONATED/FLVRD DRINK,1.3009334098138394,0.059602649006622516,0.0010822510822510823,0.1504667049069197
DELI MEATS,FLUID MILK PRODUCTS,1.1167386402991089,0.12582781456953643,0.002284752284752285,0.05836932014955443
DELI MEATS,CANDY - CHECKLANE,1.113447931364774,0.08609271523178809,0.0015632515632515633,0.05672396568238702
DIAPERS & DISPOSABLES,BABY HBC,22.340342751273738,0.2283464566929134,0.003487253487253487,1.0
DIAPERS & DISPOSABLES,BABY FOODS,10.171699411359988,0.12598425196850394,0.001924001924001924,1.0
DIAPERS & DISPOSABLES,CANDY - CHECKLANE,1.3238632884730779,0.10236220472440946,0.0015632515632515633,0.16193164423653894
DIAPERS & DISPOSABLES,FLUID MILK PRODUCTS,1.048244102891621,0.11811023622047244,0.0018037518037518038,0.024122051445810477
DINNER SAUSAGE,BAKED BREAD/BUNS/ROLLS,6.163043478260871,0.27272727272727276,0.0010822510822510823,1.0
